DepartmentName,JobTitle,Zip,Salary,,,
Boston Police Department,Police Sergeant (Det),02190,"$110,273.14 ",,,
Boston Police Department,Police Sergeant,02169,"$113,243.78 ",,,
Boston Police Department,Police Sergeant,02766,"$107,012.72 ",,,
Boston Police Department,Jr  Building Custodian,01436,"$43,962.54 ",,,
Boston Police Department,Police Clerk And Typist,02170,"$46,817.70 ",,,
Boston Police Department,Office Manager,02184,"$2,189.30 ",,,
Boston Police Department,Police Officer,02532,"$93,265.92 ",,,
Boston Police Department,Police Sergeant/Mobile Oper,02170,"$110,334.25 ",,,
Boston Police Department,Police Offc/Hosp Liaison 4$10,02081,"$91,766.10 ",,,
Boston Police Department,Police Lieut (Det),02035,"$129,530.83 ",,,
Boston Police Department,Police Offc Bomb Squad,02339,"$93,527.47 ",,,
Boston Police Department,Police Detective,02159,"$94,956.25 ",,,
Boston Police Department,Police Offc/Bomb Squad,02180,"$93,527.47 ",,,
Boston Police Department,Police Detective,01833,"$96,256.25 ",,,
Boston Police Department,Police Offc/Bomb Squad,01760,"$93,527.47 ",,,
Boston Police Department,Police Sergeant/Bomb Squad,02180,"$111,991.75 ",,,
Boston Police Department,Police Offc Comm Serv Offc 3$8,02188,"$93,498.97 ",,,
Boston Police Department,Police Sergeant (Det),02062,"$124,609.16 ",,,
Boston Police Department,Police Officer Hdq Dispatch,02121,"$102,558.79 ",,,
Boston Police Department,Police Detective,02032,"$104,402.15 ",,,
Workers Compensation Service,Workers Comp Job Classificatn,033777,,,,
Boston Police Department,Police Sergeant,02062,"$121,042.43 ",,,
Boston Police Department,Dir-Crimalistic Services(Bpd),02118,"$124,771.14 ",,,
Boston Police Department,Signalperson-Electrician,01876,"$91,028.60 ",,,
Boston Police Department,MtrEquipRpprClassIIBPDFleetBFD,01876,"$68,242.57 ",,,
Boston Police Department,Social Worker (BPD),02124,"$69,215.50 ",,,
Boston Police Department,Police Officer,02474,"$100,210.65 ",,,
Boston Police Department,Police Officer,02176,"$101,680.60 ",,,
Boston Police Department,Police Detective,02137,"$93,677.05 ",,,
Boston Police Department,Police Captain (Det),02125,"$137,104.32 ",,,
Boston Police Department,Police Offc Comm Serv Offc 3$8,02113,"$100,680.29 ",,,
Boston Police Department,Police Detective,02170,"$97,413.67 ",,,
Boston Police Department,Police Sergeant/Hdq Dispatcher,02038,"$117,225.54 ",,,
Boston Police Department,Police Sergeant/Comm Serv Offc,02052,"$110,334.25 ",,,
Boston Police Department,Police Officer,02382,"$99,760.65 ",,,
Boston Police Department,Police Detective,02333,"$104,873.95 ",,,
Boston Police Department,Dep Supn (Bpd),02118,"$163,209.02 ",,,
Boston Police Department,"CommunEquipOp III, R-13 (CT)",02136,"$53,873.36 ",,,
Boston Police Department,Head Trainer,02124,"$84,174.00 ",,,
Boston Police Department,Police Clerk And Typist,02124,"$46,817.69 ",,,
Boston Police Department,Police Officer,02472,"$89,653.37 ",,,
Boston Police Department,Police Sergeant/AcadInstructor,02131,"$106,569.45 ",,,
Boston Police Department,Police Detective,02045,"$100,786.00 ",,,
Boston Police Department,Police Offc/Juvenile Offc 4$10,02136,"$99,225.35 ",,,
Boston Police Department,Police Officer,02149,"$81,196.24 ",,,
Boston Police Department,Police Detective,02119,"$100,786.00 ",,,
Boston Police Department,Police Officer,01776,,,,
Boston Police Department,School Traffic Supv,02122,"$11,628.06 ",,,
Boston Police Department,Community Services Offc,02119,"$74,611.99 ",,,
Boston Police Department,Police Clerk And Typist,02190,"$46,817.73 ",,,
Boston Police Department,Police Detective,02359,,,,
Boston Police Department,Police Offc Canine 2$6,02190,"$91,904.87 ",,,
Boston Police Department,Police Lieutenant,02370,"$120,889.79 ",,,
Boston Police Department,Police Officer,02360,"$90,498.50 ",,,
Boston Police Department,Police Officer,02134,"$91,573.37 ",,,
Boston Police Department,Police Offc/FgrPrt Ev Tch 4$10,02124,"$65,267.73 ",,,
Boston Police Department,Police Offc Comm Serv Offc 3$8,02126,"$90,992.47 ",,,
Boston Police Department,Police Offc Hackney Invest 3$8,02124,"$92,015.37 ",,,
Boston Police Department,Police Officer,02762,"$100,073.58 ",,,
Boston Police Department,Police Offc Harborboat 3$8,02356,"$96,898.68 ",,,
Boston Police Department,Police Sergeant,02170,"$109,600.06 ",,,
Boston Police Department,Police Officer,02141,"$81,280.71 ",,,
Boston Police Department,Police Sergeant/FgrPrt Ev Tech,02368,"$37,955.94 ",,,
Boston Police Department,Police Offc Canine 2$6,02124,"$90,559.87 ",,,
Boston Police Department,Communic. EquipOp II 9II(SS),02128,"$52,499.70 ",,,
Boston Police Department,Police Clerk And Typist,02129,"$46,817.71 ",,,
Boston Police Department,School Traffic Supv,02132,"$10,747.66 ",,,
Boston Police Department,Communic. EquipOp II 9II(SS),03087,"$2,218.77 ",,,
Boston Police Department,Police Offc/FgrPrt Ev Tch 4$10,02382,"$99,015.26 ",,,
Boston Police Department,Police Sergeant,01880,"$111,541.85 ",,,
Boston Police Department,Police Lieutenant,01921,"$122,795.27 ",,,
Boston Police Department,Police Offc Harborboat 3$8,02050,"$89,037.11 ",,,
Boston Police Department,Police Officer,02081,"$98,462.76 ",,,
Boston Police Department,Police Officer,02050,"$88,494.57 ",,,
Boston Police Department,Police Sergeant,02050,"$106,555.53 ",,,
Boston Police Department,Head Admin Clerk,02493,"$57,961.80 ",,,
Boston Police Department,Police Offc Canine 2$6,02360,"($3,593.07)",,,
Boston Police Department,Police Offc/FgrPrt Ev Tch 4$10,02302,"$89,081.43 ",,,
Boston Police Department,Police Lieutenant,02032,"$121,824.30 ",,,
Boston Police Department,Police Lieutenant (Det),02052,"$124,640.68 ",,,
Boston Police Department,Police Offc Comm Serv Offc 3$8,02134,"$88,964.17 ",,,
Boston Police Department,Police Officer Harborboat 3$8,02132,"$28,353.13 ",,,
Boston Police Department,School Traffic Supv,02128,"$14,341.14 ",,,
Boston Police Department,Sr Accountant,02184,"$30,080.99 ",,,
Boston Police Department,Sr Bldg Custodian (BPD)##,02149,"$45,304.99 ",,,
Boston Police Department,Audio Visual Tech & Photogr##,02119,"$49,203.92 ",,,
Boston Police Department,Police Offc/FgrPrt Ev Tch 4$10,02093,"$90,238.13 ",,,
Boston Police Department,Police Offc Mobile Offc 2$6,02118,"$95,619.91 ",,,
Boston Police Department,"CommunEquipOp III, R-13 (CT)",02119,"$46,493.35 ",,,
Boston Police Department,Police Clerk And Typist,02132,"$46,924.37 ",,,
Boston Police Department,Mtr Eq Rpprs ClassIBPDFleetBFD,02134,"$82,772.87 ",,,
Boston Police Department,Prin Admin Asst,02127,"$97,647.05 ",,,
Boston Police Department,Sr Admin Anl,02122,"$81,308.31 ",,,
Boston Police Department,Employee Development Coor,01867,"$81,308.34 ",,,
Boston Police Department,School Traffic Supv,02127,"$14,341.14 ",,,
Boston Police Department,Dep Supn (Bpd),02124,"$163,209.02 ",,,
Boston Police Department,Police Officer,01907,"$101,680.60 ",,,
Boston Police Department,Police Detective,02346,"$97,413.67 ",,,
Boston Police Department,Police Offc/Hosp Liaison 4$10,02184,"$91,766.10 ",,,
Boston Police Department,Police Lieutenant (Det),02115,"$125,643.44 ",,,
Boston Police Department,Police Offc Canine 2$6,02062,"$102,012.10 ",,,
Boston Police Department,Police Officer,01867,"$91,179.36 ",,,
Boston Police Department,Police Sergeant (Det),02053,"$111,114.52 ",,,
Boston Police Department,Police Sergeant (Det),02072,"$113,179.69 ",,,
Boston Police Department,Police Detective,02026,"$97,413.67 ",,,
Boston Police Department,Supn Bpd,01949,"$181,982.71 ",,,
Boston Police Department,Police Officer,02453,"$91,179.36 ",,,
Boston Police Department,Police Offc/Juvenile Offc 4$10,02090,"$24,226.20 ",,,
Boston Police Department,Police Offc Comm Serv Offc 3$8,02459,"$99,752.23 ",,,
Boston Police Department,Police Detective,02053,"$94,956.25 ",,,
Boston Police Department,Police Offc Canine 2$6,02132,"$93,511.92 ",,,
Boston Police Department,Dep Supn (Bpd),02368,"$163,209.02 ",,,
Boston Police Department,Dep Supn (Bpd),02048,"$163,209.02 ",,,
Boston Police Department,Police Offc Mobile Offc 2$6,02301,"$97,781.29 ",,,
Boston Police Department,Signalperson-Electrician,02122,"$91,028.60 ",,,
Boston Police Department,Police Officer,02364,,,,
Boston Police Department,Admin  Secretary (BPD),02124,"$74,850.56 ",,,
Boston Police Department,Police Clerk And Typist,02343,"$46,817.71 ",,,
BPS Special Education,Sen Clerk School Sec 766-15B,02127,,,,
Boston Police Department,Dep Supn (Bpd),02171,"$163,209.02 ",,,
Boston Police Department,Police Officer,02556,"$101,680.60 ",,,
Boston Police Department,Police Detective,02492,"$97,413.67 ",,,
Boston Police Department,Police Officer,02152,,,,
Boston Police Department,Police Sergeant,02129,"$105,054.00 ",,,
Boston Police Department,Sergeant/Harbor Patrol,02127,"$107,599.31 ",,,
Boston Police Department,Police Officer,02120,"$1,794.08 ",,,
Boston Police Department,Police Officer,02538,"$93,180.42 ",,,
Boston Police Department,Police Captain/DDC,02053,"$146,893.76 ",,,
Boston Police Department,Police Sergeant (Det),02476,"$113,179.69 ",,,
Boston Police Department,Police Sergeant (Det),02726,"$113,179.69 ",,,
Boston Police Department,Police Lieutenant,02189,"$128,919.25 ",,,
Boston Police Department,Police Officer Mobile Oper 2$6,02420,"$93,511.92 ",,,
Boston Police Department,Police Sergeant (Det),01887,"$117,408.98 ",,,
Boston Police Department,Police Detective,02151,"$105,913.95 ",,,
Boston Police Department,Police Detective,02341,"$94,956.25 ",,,
Boston Police Department,Police Offc/Hosp Liaison 4$10,02148,"$91,342.40 ",,,
Boston Police Department,Police Sergeant,02131,"$113,546.50 ",,,
Boston Police Department,Police Detective,02188,"$103,987.91 ",,,
Boston Police Department,Police Sergeant/Comm Serv Offc,02090,"$97,303.53 ",,,
Boston Police Department,Police Sergeant/FgrPrt Ev Tech,02052,"$110,334.25 ",,,
Boston Police Department,Police Captain/DDC,02476,"$146,893.76 ",,,
Boston Police Department,Police Detective,01876,"$94,084.93 ",,,
Boston Police Department,Police Lieutenant,02170,"$124,559.43 ",,,
Boston Police Department,Police Detective,092821,,,,
Boston Police Department,Police Offc Canine Offc 2$6,02124,"$91,531.27 ",,,
Boston Police Department,Police Sergeant/CHF RADIO DISP,02021,"$113,570.96 ",,,
Boston Police Department,Police Officer,01742,"$93,180.42 ",,,
Boston Police Department,Police Offc Harborboat 3$8,02136,"$91,648.97 ",,,
Boston Police Department,Police Officer,02324,"$92,332.70 ",,,
Boston Police Department,Police Detective,01843,"$102,947.91 ",,,
Boston Police Department,Police Sergeant (Det),02186,"$113,179.69 ",,,
Boston Police Department,Police Officer,02458,,,,
Boston Police Department,Police Sergeant (Det),02368,"$113,179.69 ",,,
Boston Police Department,Police Sergeant,02324,"$113,299.53 ",,,
Boston Police Department,Police Sergeant (Det),02054,"$116,108.98 ",,,
Boston Police Department,Police Sergeant,02364,"$118,846.24 ",,,
Boston Police Department,Police Sergeant (Det),02322,"$113,179.69 ",,,
Boston Police Department,Sr Admin Asst,02718,"$89,342.75 ",,,
Boston Police Department,Management Analyst (Bpd)(Asse),02127,"$74,611.90 ",,,
Boston Police Department,IAPRO Systems Coordinator,02351,"$74,850.59 ",,,
Boston Police Department,Prin Admin Asst,02169,"$97,647.03 ",,,
Boston Police Department,Police Sergeant/CHF RADIO DISP,02132,"$105,690.52 ",,,
Dpt of Innovation & Technology,Sr Data Proc Sys Anl,02130,"$97,647.05 ",,,
Boston Police Department,MtrEquipRpprClassIIBPDFleetBFD,02351,"$68,242.57 ",,,
Boston Police Department,Collection Agent I,02128,"$74,850.75 ",,,
Boston Police Department,School Traffic Supv,02119,"$14,064.32 ",,,
BPS Business Service,Over-Time Stipend Other,02186,,,,
Boston Police Department,Police Offc Acad Instr 2$6,02186,"$91,531.27 ",,,
Boston Police Department,Police Officer Hdq Dispatch,02043,"$102,558.79 ",,,
Boston Police Department,Police Offc Comm Serv Offc 3$8,02190,"$93,622.42 ",,,
Boston Police Department,Police Sergeant/Bomb Squad,02136,"$109,360.16 ",,,
Boston Police Department,Police Sergeant/CHF RADIO DISP,02053,"$118,391.91 ",,,
Boston Police Department,Police Officer,02302,"$100,073.58 ",,,
Boston Police Department,Police Captain/DDC,02184,"$146,894.28 ",,,
Boston Police Department,Police Sergeant (Det),02093,"$114,777.84 ",,,
Boston Police Department,Police Offc Ballistician 4$10,02124,"$13,162.90 ",,,
Boston Police Department,Police Officer Hdq Dispatch,02150,"$92,741.37 ",,,
BPS Substitute Teachers/Nurs,Sub Teacher - Retiree,02131,"$4,585.85 ",,,
Boston Police Department,Police Offc Acad Instr 2$6,02360,"$88,919.60 ",,,
BPS Substitute Teachers/Nurs,Sub Teacher - Retiree,02114,"$13,958.08 ",,,
Boston Police Department,Police Offc Comm Serv Offc 3$8,02132,"$90,076.53 ",,,
Boston Police Department,Police Sergeant/Mobile Oper,02190,"$103,929.15 ",,,
Boston Police Department,Police Offc Acad Instr 2$6,01940,"$89,959.15 ",,,
Boston Police Department,Police Detective,02476,"$94,129.10 ",,,
Boston Police Department,Sr Radio Communications Tech,02136,"$84,173.98 ",,,
BPS Ohrenberger Elementary,Cafeteria Manager14,02135,"$44,494.10 ",,,
Boston Police Department,Jr  Building Custodian,02176,"$43,562.60 ",,,
Boston Police Department,MtrEquipRpprClassIIBPDFleetBFD,02302,"$68,242.60 ",,,
Boston Police Department,Mtr Eq Rpprs ClassIBPDFleetBFD,02136,"$82,772.88 ",,,
Boston Police Department,Mtr Eq Rpprs ClassIBPDFleetBFD,02132,"$83,052.94 ",,,
Boston Police Department,Sr Admin Anl,02124,"$51,519.49 ",,,
Boston Police Department,Mtr Eq Rpprs ClassIBPDFleetBFD,02135,"$83,032.88 ",,,
Boston Police Department,Police Sergeant,02119,"$110,359.87 ",,,
Workers Compensation Service,Workers Comp Job Classificatn,02189,,,,
Boston Police Department,Community Services Offc,02136,"$74,612.03 ",,,
Registry Division,Prin Clerk (Vitals/Registry),02191,"$46,817.66 ",,,
Boston Police Department,Maint Mech (Painter-Bpd),02375,"$55,121.24 ",,,
Boston Police Department,Police Offc Mobile Offc 2$6,02324,"$97,643.74 ",,,
Boston Police Department,Exec Sec (B.P.D.),02081,"$64,007.35 ",,,
Boston Police Department,Research Analyst,02131,"$48,683.96 ",,,
Boston Police Department,Community Services Offc,02122,"$74,612.02 ",,,
Boston Police Department,Prin Admin Asst,02184,"$99,529.35 ",,,
Boston Police Department,Supn Auto Maint(Bpdfleet),02038,"$103,642.07 ",,,
Boston Police Department,"CommunEquipOp III, R-13 (CT)",02186,"$54,765.34 ",,,
Boston Police Department,"CommunEquipOp III, R-13 (CT)",02118,"$53,961.42 ",,,
Boston Police Department,Signalperson-Electrician,02128,"$91,028.58 ",,,
Boston Police Department,Police Offc Harborboat 3$8,02132,"$100,489.46 ",,,
Boston Police Department,Police Offc Bomb Squad,01880,"$91,955.03 ",,,
Boston Police Department,Police Offc Canine Offc 2$6,02339,"$91,904.87 ",,,
Boston Police Department,Police Captain/DDC,01741,"$143,223.99 ",,,
Boston Police Department,Police Officer,02664,"$81,429.41 ",,,
Boston Police Department,Police Officer,01760,"$91,573.37 ",,,
Boston Police Department,Police Officer,02466,"$91,573.37 ",,,
Boston Police Department,Police Sergeant (Det),01970,"$109,292.17 ",,,
Boston Police Department,"CommunEquipOp III, R-13 (CT)",02122,"$46,490.23 ",,,
Boston Police Department,Sr Radio Communications Tech,02043,"$84,174.00 ",,,
Boston Police Department,Data Proc Svcs Director(Bpd),02364,"$124,965.04 ",,,
Boston Police Department,Community Services Offc,02129,"$74,588.30 ",,,
Boston Police Department,Admin Secretary,02170,"$56,921.80 ",,,
Boston Police Department,Mtr Eq Rpprs ClassIBPDFleetBFD,02339,"$82,807.88 ",,,
Boston Police Department,Data Proc Coordinator,02072,"$67,915.09 ",,,
Boston Police Department,Supn-Custodians (Buildings),02458,"$84,173.43 ",,,
Boston Police Department,Police Captain/DDC,02081,"$143,223.99 ",,,
Boston Police Department,Police Offc Acad Instr 2$6,01778,"$89,959.15 ",,,
Boston Police Department,Police Offc Comm Serv Offc 3$8,01904,"$88,964.17 ",,,
Boston Police Department,Police Sergeant/Mobile Oper,02038,"$104,661.31 ",,,
Boston Police Department,Police Sergeant/CHF RADIO DISP,02169,"$99,996.80 ",,,
Boston Police Department,Police Clerk And Typist,02135,"$46,950.71 ",,,
Boston Police Department,Police Sergeant/Comm Serv Offc,02021,"$107,032.51 ",,,
Boston Police Department,Police Offc Canine Offc 2$6,02136,"$88,846.65 ",,,
Boston Police Department,Police Captain,02131,"$137,487.29 ",,,
Boston Police Department,"CommunEquipOp III, R-13 (CT)",02126,"$53,909.26 ",,,
BPS Condon Elementary,Lunch Hour Monitors,02188,"$5,514.18 ",,,
Boston Police Department,Prin Admin Asst,02135,"$113,451.81 ",,,
Boston Police Department,School Traffic Supv,02126,"$14,341.14 ",,,
