DepartmentName,JobTitle,Salary,Zip
Boston Police Department,Police Offc/Hosp Liaison 4$10,"$91,766.10",
Boston Police Department,Police Lieutenant (Det),"$125,643.44",
Boston Police Department,Police Offc Canine 2$6,"$102,012.10",
Boston Police Department,Police Officer,"$91,179.36",
Boston Police Department,Police Sergeant (Det),"$111,114.52",
Boston Police Department,Police Sergeant (Det),"$113,179.69",
Boston Police Department,Police Detective,"$97,413.67",
Boston Police Department,Supn Bpd,"$181,982.71",
Boston Police Department,Police Officer,"$91,179.36",
Boston Police Department,Police Offc/Juvenile Offc 4$10,"$24,226.20",
Boston Police Department,Police Offc Comm Serv Offc 3$8,"$99,752.23",
Boston Police Department,Police Detective,"$94,956.25",
Boston Police Department,Police Offc Canine 2$6,"$93,511.92",
Boston Police Department,Dep Supn (Bpd),"$163,209.02",
Boston Police Department,Dep Supn (Bpd),"$163,209.02",
Boston Police Department,Police Offc Mobile Offc 2$6,"$97,781.29",
Boston Police Department,Signalperson-Electrician,"$91,028.60",
Boston Police Department,Police Officer,,
Boston Police Department,Admin  Secretary (BPD),"$74,850.56",
Boston Police Department,Police Clerk And Typist,"$46,817.71",
BPS Special Education,Sen Clerk School Sec 766-15B,,
Boston Police Department,Dep Supn (Bpd),"$163,209.02",
Boston Police Department,Police Officer,"$101,680.60",
Boston Police Department,Police Detective,"$97,413.67",
Boston Police Department,Police Officer,,
Boston Police Department,Police Sergeant,"$105,054.00",
Boston Police Department,Sergeant/Harbor Patrol,"$107,599.31",
Boston Police Department,Police Officer,"$1,794.08",
Boston Police Department,Police Officer,"$93,180.42",
Boston Police Department,Police Captain/DDC,"$146,893.76",
Boston Police Department,Police Sergeant (Det),"$113,179.69",
Boston Police Department,Police Sergeant (Det),"$113,179.69",
Boston Police Department,Police Lieutenant,"$128,919.25",
Boston Police Department,Police Officer Mobile Oper 2$6,"$93,511.92",
Boston Police Department,Police Sergeant (Det),"$117,408.98",
Boston Police Department,Police Detective,"$105,913.95",
Boston Police Department,Police Detective,"$94,956.25",
Boston Police Department,Police Offc/Hosp Liaison 4$10,"$91,342.40",
Boston Police Department,Police Sergeant,"$113,546.50",
Boston Police Department,Police Detective,"$103,987.91",
Boston Police Department,Police Sergeant/Comm Serv Offc,"$97,303.53",
Boston Police Department,Police Sergeant/FgrPrt Ev Tech,"$110,334.25",
Boston Police Department,Police Captain/DDC,"$146,893.76",
Boston Police Department,Police Detective,"$94,084.93",
Boston Police Department,Police Lieutenant,"$124,559.43",
Boston Police Department,Police Detective,,
Boston Police Department,Police Offc Canine Offc 2$6,"$91,531.27",
Boston Police Department,Police Sergeant/CHF RADIO DISP,"$113,570.96",
Boston Police Department,Police Officer,"$93,180.42",
Boston Police Department,Police Offc Harborboat 3$8,"$91,648.97",
Boston Police Department,Police Officer,"$92,332.70",
Boston Police Department,Police Detective,"$102,947.91",
Boston Police Department,Police Sergeant (Det),"$113,179.69",
Boston Police Department,Police Officer,,
Boston Police Department,Police Sergeant (Det),"$113,179.69",
Boston Police Department,Police Sergeant,"$113,299.53",
Boston Police Department,Police Sergeant (Det),"$116,108.98",
Boston Police Department,Police Sergeant,"$118,846.24",
Boston Police Department,Police Sergeant (Det),"$113,179.69",
Boston Police Department,Sr Admin Asst,"$89,342.75",
Boston Police Department,Management Analyst (Bpd)(Asse),"$74,611.90",
Boston Police Department,IAPRO Systems Coordinator,"$74,850.59",
Boston Police Department,Prin Admin Asst,"$97,647.03",
Boston Police Department,Police Sergeant/CHF RADIO DISP,"$105,690.52",
Dpt of Innovation & Technology,Sr Data Proc Sys Anl,"$97,647.05",
Boston Police Department,MtrEquipRpprClassIIBPDFleetBFD,"$68,242.57",
Boston Police Department,Collection Agent I,"$74,850.75",
Boston Police Department,School Traffic Supv,"$14,064.32",
BPS Business Service,Over-Time Stipend Other,,
Boston Police Department,Police Offc Acad Instr 2$6,"$91,531.27",
Boston Police Department,Police Officer Hdq Dispatch,"$102,558.79",
Boston Police Department,Police Offc Comm Serv Offc 3$8,"$93,622.42",
Boston Police Department,Police Sergeant/Bomb Squad,"$109,360.16",
Boston Police Department,Police Sergeant/CHF RADIO DISP,"$118,391.91",
Boston Police Department,Police Officer,"$100,073.58",
Boston Police Department,Police Captain/DDC,"$146,894.28",
Boston Police Department,Police Sergeant (Det),"$114,777.84",
Boston Police Department,Police Offc Ballistician 4$10,"$13,162.90",
Boston Police Department,Police Officer Hdq Dispatch,"$92,741.37",
BPS Substitute Teachers/Nurs,Sub Teacher - Retiree,"$4,585.85",
Boston Police Department,Police Offc Acad Instr 2$6,"$88,919.60",
BPS Substitute Teachers/Nurs,Sub Teacher - Retiree,"$13,958.08",
Boston Police Department,Police Offc Comm Serv Offc 3$8,"$90,076.53",
Boston Police Department,Police Sergeant/Mobile Oper,"$103,929.15",
Boston Police Department,Police Offc Acad Instr 2$6,"$89,959.15",
Boston Police Department,Police Detective,"$94,129.10",
Boston Police Department,Sr Radio Communications Tech,"$84,173.98",
BPS Ohrenberger Elementary,Cafeteria Manager14,"$44,494.10",
Boston Police Department,Jr  Building Custodian,"$43,562.60",
Boston Police Department,MtrEquipRpprClassIIBPDFleetBFD,"$68,242.60",
Boston Police Department,Mtr Eq Rpprs ClassIBPDFleetBFD,"$82,772.88",
Boston Police Department,Mtr Eq Rpprs ClassIBPDFleetBFD,"$83,052.94",
Boston Police Department,Sr Admin Anl,"$51,519.49",
Boston Police Department,Mtr Eq Rpprs ClassIBPDFleetBFD,"$83,032.88",
Boston Police Department,Police Sergeant,"$110,359.87",
Workers Compensation Service,Workers Comp Job Classificatn,,
Boston Police Department,Community Services Offc,"$74,612.03",
Registry Division,Prin Clerk (Vitals/Registry),"$46,817.66",
Boston Police Department,Maint Mech (Painter-Bpd),"$55,121.24",
Boston Police Department,Police Offc Mobile Offc 2$6,"$97,643.74",
Boston Police Department,Exec Sec (B.P.D.),"$64,007.35",
Boston Police Department,Research Analyst,"$48,683.96",
Boston Police Department,Community Services Offc,"$74,612.02",
Boston Police Department,Prin Admin Asst,"$99,529.35",
Boston Police Department,Supn Auto Maint(Bpdfleet),"$103,642.07",
Boston Police Department,"CommunEquipOp III, R-13 (CT)","$54,765.34",
Boston Police Department,"CommunEquipOp III, R-13 (CT)","$53,961.42",
Boston Police Department,Signalperson-Electrician,"$91,028.58",
Boston Police Department,Police Offc Harborboat 3$8,"$100,489.46",
Boston Police Department,Police Offc Bomb Squad,"$91,955.03",
Boston Police Department,Police Offc Canine Offc 2$6,"$91,904.87",
Boston Police Department,Police Captain/DDC,"$143,223.99",
Boston Police Department,Police Officer,"$81,429.41",
Boston Police Department,Police Officer,"$91,573.37",
Boston Police Department,Police Officer,"$91,573.37",
Boston Police Department,Police Sergeant (Det),"$109,292.17",
Boston Police Department,"CommunEquipOp III, R-13 (CT)","$46,490.23",
Boston Police Department,Sr Radio Communications Tech,"$84,174.00",
Boston Police Department,Data Proc Svcs Director(Bpd),"$124,965.04",
Boston Police Department,Community Services Offc,"$74,588.30",
Boston Police Department,Admin Secretary,"$56,921.80",
Boston Police Department,Mtr Eq Rpprs ClassIBPDFleetBFD,"$82,807.88",
Boston Police Department,Data Proc Coordinator,"$67,915.09",
Boston Police Department,Supn-Custodians (Buildings),"$84,173.43",
Boston Police Department,Police Captain/DDC,"$143,223.99",
Boston Police Department,Police Offc Acad Instr 2$6,"$89,959.15",
Boston Police Department,Police Offc Comm Serv Offc 3$8,"$88,964.17",
Boston Police Department,Police Sergeant/Mobile Oper,"$104,661.31",
Boston Police Department,Police Sergeant/CHF RADIO DISP,"$99,996.80",
Boston Police Department,Police Clerk And Typist,"$46,950.71",
Boston Police Department,Police Sergeant/Comm Serv Offc,"$107,032.51",
Boston Police Department,Police Offc Canine Offc 2$6,"$88,846.65",
Boston Police Department,Police Captain,"$137,487.29",
Boston Police Department,"CommunEquipOp III, R-13 (CT)","$53,909.26",
BPS Condon Elementary,Lunch Hour Monitors,"$5,514.18",
Boston Police Department,Prin Admin Asst,"$113,451.81",
Boston Police Department,School Traffic Supv,"$14,341.14",
Boston Police Department,Sergeant/Harbor Patrol,"$106,379.51",
Boston Police Department,Police Offc Ballistician 4$10,"$99,225.35",
Boston Police Department,Police Sergeant,"$106,065.63",
Boston Police Department,Police Offc/Auto Invest 4$10,"$99,225.35",
Boston Police Department,Police Offc Comm Serv Offc 3$8,"$99,534.44",
Boston Police Department,Police Offc Mobile Offc 2$6,"$99,973.70",
Boston Fire Department,Fire Fighter,"$106,847.86",
Boston Police Department,Police Offc Harborboat 3$8,"$90,076.53",
Boston Police Department,Police Officer,"$91,905.82",
Warren/Prescott K-8,Employment Agreement,"$7,000.00",
Boston Police Department,Police Sergeant/FgrPrt Ev Tech,"$103,929.15",
Boston Police Department,Police Sergeant (Det),"$112,120.97",
Boston Police Department,Exec Sec (B.P.D.),"$76,202.10",
Boston Police Department,Police Lieutenant,"$119,697.50",
Boston Police Department,Management Analyst (Bpd)(Asse),"$58,065.93",
Boston Police Department,Management Analyst (Bpd)(Asse),"$74,612.13",
Boston Police Department,Police Dispatcher,"$76,032.65",
Boston Police Department,Police Dispatcher,"$76,210.60",
Boston Police Department,Police Officer,"$77,846.44",
Boston Police Department,Police Sergeant/CHF RADIO DISP,"$112,627.01",
Boston Police Department,Police Sergeant,"$104,996.93",
Boston Police Department,Police Officer Hdq Dispatch,"$91,699.73",
Boston Police Department,Police Offc Mobile Offc 2$6,"$98,990.54",
Boston Police Department,Police Officer,"$91,146.21",
Boston Police Department,Police Sergeant/FgrPrt Ev Tech,"$102,502.84",
Boston Police Department,Police Officer,"$98,638.34",
Boston Fire Department,Fire Fighter,"$77,307.52",
Boston Police Department,Police Offc Canine 2$6,"$90,854.69",
Boston Police Department,Police Detective,"$91,754.44",
Boston Police Department,Police Officer,,
Boston Police Department,Police Sergeant,"$59,772.45",
Boston Police Department,Police Detective,"$91,754.44",
Boston Police Department,Police Offc/FgrPrt Ev Tch 4$10,"$90,193.93",
Boston Police Department,Police Offc Acad Instr 2$6,"$98,990.54",
Boston Police Department,Police Offc Canine Offc 2$6,"$100,405.08",
Boston Police Department,Police Officer,"$89,606.88",
Boston Police Department,Police Dispatcher,"$78,004.59",
Boston Police Department,Dir-Signal Service (Bpd),"$113,451.78",
Chief Operating Officer,Operational Leader,"$134,038.84",
Boston Police Department,School Traffic Supv,$54.82,
Boston Police Department,Head Clerk & Secretary,"$52,641.31",
Boston Police Department,Social Worker (BPD),"$69,215.41",
Boston Police Department,"CommunEquipOp III, R-13 (CT)","$53,889.30",
Boston Police Department,Jr  Building Custodian,"$43,712.56",
Roosevelt K-8,Paraprofessional,"$36,464.28",
Boston Cntr - Youth & Families,Staff Asst,"$52,186.74",
Boston Police Department,Dir-Transportation (Bpd)/(Bfd),"$120,412.36",
Boston Police Department,School Traffic Supv,"$14,341.15",
Boston Police Department,"CommunEquipOp III, R-13 (CT)","$13,903.07",
Boston Police Department,Police Detective,"$95,551.46",
Boston Police Department,Police Sergeant,"$103,520.26",
Boston Police Department,Head Clerk & Secretary,"$42,768.83",
Boston Police Department,Police Offc Acad Instr 2$6,"$95,619.91",
Boston Police Department,Sr Radio Communications Tech,"$84,174.01",
Boston Police Department,Building Maint Supv,"$82,372.86",
Boston Police Department,Prin Dp Sys Anal-Dp,"$120,412.36",
Boston Police Department,Tape Librarian(Oper/Bpd),"$64,720.54",
Boston Police Department,"CommunEquipOp III, R-13 (CT)","$51,009.28",
Boston Police Department,Video Forensic Analyst,"$84,174.02",
Boston Police Department,Police Officer,"$89,606.88",
Boston Police Department,Police Detective,"$91,754.44",
Boston Police Department,Police Offc Mobile Offc 2$6,"$91,237.87",
Boston Police Department,Police Lieutenant,"$120,889.80",
Boston Police Department,Police Offc/Auto Invest 4$10,"$8,101.68",
Boston Police Department,Police Sergeant/CHF RADIO DISP,"$110,717.78",
Environment Department,Spec Asst II,"$82,952.53",
Boston Police Department,Police Offc Hackney Invest 3$8,"$66,916.55",
Boston Police Department,Police Offc Acad Instr 2$6,"$89,959.15",
Boston Police Department,Police Detective,"$100,488.05",
Boston Police Department,Police Sergeant (Det),"$109,292.17",
Boston Police Department,Police Sergeant (Det),"$109,292.17",
Boston Police Department,Dep Supn (Bpd),"$163,516.88",
Boston Police Department,Police Offc Ballistician 4$10,"$99,200.08",
Boston Police Department,Police Detective,,
Boston Police Department,Police Offc Canine 2$6,"$100,324.47",
BPS Boston Latin,Teacher,,
Workers Compensation Service,Workers Comp Job Classificatn,,
Boston Police Department,Head Clerk & Secretary,"$52,641.32",
Boston Police Department,Head Clerk & Secretary,"$52,641.39",
Boston Police Department,Research Analyst,"$48,684.05",
Boston Police Department,Dep Supn (Bpd),"$155,725.99",
Boston Police Department,Police Officer,"$100,073.58",
Boston Police Department,Police Lieut/Acad Instr,"$120,284.19",
Boston Police Department,Police Detective,"$102,086.00",
Boston Police Department,Police Detective,"$93,793.59",
Boston Police Department,Police Offc/Auto Invest 4$10,"$90,193.93",
Boston Police Department,Police Offc Harborboat 3$8,"$100,489.46",
Boston Police Department,Police Lieut/Paid Detail Ser,"$121,285.00",
Boston Police Department,Supn Bpd,"$178,601.15",
Boston Police Department,PoliceSergeant/SupvCourtCases,"$103,929.15",
Boston Police Department,Police Offc Mobile Offc 2$6,"$91,476.09",
Boston Police Department,Police Sergeant,"$111,012.30",
Boston Police Department,Police Offc/FgrPrt Ev Tch 4$10,"$100,626.08",
